16:27:02.234	SERVER	admin	OK	Server was started (port: 1984).
16:36:05.263	SERVER	admin	OK	Server was stopped (port: 1984).
16:36:54.536	SERVER	admin	OK	Server was started (port: 1984).
16:39:03.669	SERVER	admin	OK	Server was stopped (port: 1984).
16:41:17.185	SERVER	admin	OK	Server was started (port: 1984).
23:05:31.836	127.0.0.1:56385	admin	ERROR	Stopped at ., 1/10: [XPDY0002] undefined: no context value bound.	0.09 ms
23:07:01.375	127.0.0.1:56390	admin	OK	QUERY[0] undefined	0.5 ms
23:07:01.376	127.0.0.1:56390	admin	OK	BIND[0] $table=175c9043-0cc4-4165-bdb1-eb66fc13457f	0.35 ms
23:07:01.382	127.0.0.1:56390	admin	REQUEST	EXEC[0]	0.89 ms
23:07:01.382	127.0.0.1:56390	admin	ERROR	Stopped at ., 1/10: [XPDY0002] undefined: no context value bound.	0.11 ms
23:18:42.621	127.0.0.1:56505	admin	REQUEST	INFO	21.5 ms
23:18:42.657	127.0.0.1:56505	admin	OK		35.48 ms
23:20:11.068	127.0.0.1:56513	admin	OK	QUERY[0] undefined	0.3 ms
23:20:11.070	127.0.0.1:56513	admin	REQUEST	EXEC[0]	0.98 ms
23:20:11.070	127.0.0.1:56513	admin	ERROR	Stopped at ., 1/10: [XPDY0002] undefined: no context value bound.	0.09 ms
23:20:35.592	127.0.0.1:56515	admin	OK	QUERY[0] undefined	0.11 ms
23:20:35.593	127.0.0.1:56515	admin	REQUEST	EXEC[0]	0.63 ms
23:20:35.593	127.0.0.1:56515	admin	ERROR	Stopped at ., 1/10: [XPDY0002] undefined: no context value bound.	0.09 ms
23:20:53.862	127.0.0.1:56516	admin	OK	QUERY[0] undefined	1.23 ms
23:20:53.864	127.0.0.1:56516	admin	REQUEST	EXEC[0]	0.59 ms
23:20:53.864	127.0.0.1:56516	admin	ERROR	Stopped at ., 1/10: [XPDY0002] undefined: no context value bound.	0.08 ms
23:22:45.456	SERVER	admin	OK	Server was stopped (port: 1984).
23:27:49.311	SERVER	admin	OK	Server was started (port: 1984).
23:32:49.602	SERVER	admin	OK	Server was stopped (port: 1984).
